"sector_ID","sector","rutunidadcompra","test_type_ID","test_type","beta_robust","p_value","num_observ","description"
"1","Armed Forces","61.980.260-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.980.260-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.952.300-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.027-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.023-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.102.074-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.999.160-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.102.025-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.952.300-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.086-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.019-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.027-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.102.017-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.007-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.030-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.978.670-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.023-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.031-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.021-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.311.270-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.022-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","60.505.000-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","60.505.723-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","60.505.000-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.007-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","60.514.000-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.102.029-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.455.650-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.102.016-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.020-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.940.830-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.086-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.455.650-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.952.300-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.940.830-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.273.020-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.037-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.031-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.978.670-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.037-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.031-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.101.030-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.273.020-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","74.069.500-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.999.160-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.311.270-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","60.505.723-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","74.069.500-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.020-7","1","90-Day Standardized Backlog","-0.8460031","0.02202191","302","The null hypothesis of competition is rejected."
"1","Armed Forces","61.103.007-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.023-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","61.103.022-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"1","Armed Forces","65.273.020-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"2","Cenabast","61.608.700-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"2","Cenabast","61.608.700-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"2","Cenabast","61.608.700-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.087-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.000-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.010-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.024-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.087-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.012-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.007-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.107.000-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.108.000-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.007-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.910.000-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.921.000-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.921.000-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.809.000-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.513.000-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.098-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.104.000-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.068-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.002-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.885.500-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","87.912.900-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.979.020-0","1","90-Day Standardized Backlog","-0.43911347","0.0046322756","1455","The null hypothesis of competition is rejected."
"3","Central Government and Universities","61.104.000-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","87.912.900-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.910.000-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.008.000-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.012-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.098-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","62.000.570-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","71.236.700-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.104.000-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.911.006-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.003.000-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.979.060-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.911.006-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.911.000-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.042-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.042-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.008.000-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.054-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.783.100-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","87.912.900-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.051-9","3","Incumbency Status","0.12635137","0.0605326","1505","The null hypothesis of competition is rejected."
"3","Central Government and Universities","61.004.002-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.098-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.783.100-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.007-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.979.060-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.051-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.108.000-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.979.060-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.107.000-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.777.500-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.911.000-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.108.000-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.054-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.068-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","71.236.700-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","62.000.570-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.002-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.024-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.911.006-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.010-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.008.000-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.003.000-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","62.000.570-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.024-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.809.000-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.068-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.979.020-0","2","180-Day Standardized Backlog","-0.35438654","0.037049305","1455","The null hypothesis of competition is rejected."
"3","Central Government and Universities","61.979.020-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.777.500-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.107.000-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.010-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.911.000-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.000-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.087-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.054-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.051-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.809.000-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.513.000-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.921.000-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.042-K","1","90-Day Standardized Backlog","-0.34906253","0.07333219","771","The null hypothesis of competition is rejected."
"3","Central Government and Universities","70.783.100-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.777.500-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.513.000-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.885.500-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","70.885.500-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.003.000-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","71.236.700-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.000-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","61.004.012-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"3","Central Government and Universities","60.910.000-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.903-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.720-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.908-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.305-7","1","90-Day Standardized Backlog","","","","Not enough variability to compute the preliminary bandwidth."
"4","Health","61.606.911-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.102-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.209-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.300-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.602-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.309-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.002-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.204-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.106-3","2","180-Day Standardized Backlog","-0.8145965","0.0013003256","571","The null hypothesis of competition is rejected."
"4","Health","61.606.913-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.126-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.915-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.004-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.106-3","1","90-Day Standardized Backlog","-0.8666562","0.0014112227","571","The null hypothesis of competition is rejected."
"4","Health","61.607.104-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.201-8","3","Incumbency Status","0.055372868","0.09232447","4374","The null hypothesis of competition is rejected."
"4","Health","61.606.917-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.900-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.293-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.505-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.152-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.402-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.001-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.125-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.150-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.700-1","3","Incumbency Status","0.091782354","5.32E-6","14492","The null hypothesis of competition is rejected."
"4","Health","61.606.603-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.248-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.908-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.271-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.903-9","3","Incumbency Status","0.056456912","0.027131375","8736","The null hypothesis of competition is rejected."
"4","Health","61.606.903-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.933.400-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.800-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.304-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.703-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.117-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.238-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.700-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.740-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.612-9","2","180-Day Standardized Backlog","-0.59318715","0.035600606","607","The null hypothesis of competition is rejected."
"4","Health","65.075.485-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.201-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.974.600-7","3","Incumbency Status","0.061093535","0.085834384","1670","The null hypothesis of competition is rejected."
"4","Health","61.607.600-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.610-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.148-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.610-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.670-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.281-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.241-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.600-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.147-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.140-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.246-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.292-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.933.400-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.001-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.204-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.001-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.292-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.603-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.910-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.038-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.974.500-0","2","180-Day Standardized Backlog","-0.5054237","0.031350024","1402","The null hypothesis of competition is rejected."
"4","Health","61.606.100-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.901-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.600-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.907-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.300-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.134-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.406-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
